Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Selling_Price,Is_Holiday,Year,Month,Week,Day,Dayofweek,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start
1022,974,35,87,210,3.2,400.0,1,2018,1,2,12,4,False,False,False,False
11,552,11,81,266,2.6,591.0,0,2012,3,11,12,0,False,False,False,False
2047,58,11,128,181,2.6,568.0,0,2016,7,26,1,4,False,True,False,True
1219,64,30,117,269,1.3,642.0,0,2014,4,14,1,1,False,True,False,True
703,670,11,128,330,3.0,840.0,0,2019,7,27,1,0,False,True,False,True
1365,670,9,45,86,2.2,346.0,1,2018,1,2,12,4,False,False,False,False
1043,987,5,3,55,4.4,2108.0,0,2018,11,44,3,5,False,False,False,False
26,431,11,81,3,4.1,297.0,0,2017,4,16,18,1,False,False,False,False
894,916,45,84,142,3.6,3506.0,0,2017,11,44,3,4,False,False,False,False
1173,670,8,11,138,4.7,391.0,0,2018,1,1,1,0,False,True,False,True
1772,670,11,128,330,4.4,343.0,0,2017,12,50,12,1,False,False,False,False
2417,670,25,129,329,2.9,597.0,0,2019,12,52,29,6,False,False,False,False
829,890,67,121,127,4.8,860.0,0,2017,7,26,1,5,False,True,False,True
1876,124,5,3,58,4.9,1593.0,1,2019,1,2,12,5,False,False,False,False
2229,437,68,109,315,2.5,322.0,0,2018,3,9,3,5,False,False,False,False
246,650,5,3,56,3.6,2692.0,0,2013,3,9,3,6,False,False,False,False
424,734,35,87,210,4.1,188.0,1,2015,1,3,12,0,False,False,False,False
1621,225,30,113,102,1.6,5543.0,1,2015,1,3,12,0,False,False,False,False
551,574,7,7,20,4.0,1248.0,0,2013,3,13,28,3,False,False,False,False
1403,146,11,63,132,2.1,596.0,0,2019,11,44,3,6,False,False,False,False
1426,159,35,107,316,3.1,25205.0,0,2020,1,1,1,2,False,True,False,True
2101,410,7,61,22,1.9,772.0,0,2016,3,11,16,2,False,False,False,False
43,562,45,118,60,4.3,256.0,0,2019,12,1,31,1,True,False,True,False
2442,532,11,128,120,3.5,797.0,0,2016,3,11,19,5,False,False,False,False
1332,670,11,128,330,4.7,891.0,1,2015,1,3,12,0,False,False,False,False
1218,63,14,70,35,2.3,1295.0,0,2014,7,27,1,1,False,True,False,True
2231,439,32,16,40,1.6,1498.0,0,2017,1,52,1,6,False,True,False,True
1391,670,11,128,330,4.4,690.0,1,2017,1,2,12,3,False,False,False,False
220,670,73,130,307,1.3,848.0,0,2016,7,26,1,4,False,True,False,True
546,551,5,3,55,3.9,285.0,0,2014,4,17,24,3,False,False,False,False
1871,124,5,3,58,1.3,1591.0,1,2018,1,2,12,4,False,False,False,False
832,892,35,87,210,4.0,1687.0,1,2013,10,40,3,3,False,False,False,False
2190,435,35,89,247,4.0,391.0,0,2020,3,11,14,5,False,False,False,False
671,833,30,113,1,3.7,694.0,0,2014,1,1,1,2,False,True,False,True
1986,371,45,84,96,4.6,493.0,0,2015,2,6,4,2,False,False,False,False
355,670,11,81,297,3.2,495.0,0,2020,7,27,1,2,False,True,False,True
617,784,67,121,127,5.0,498.0,0,2013,7,27,1,0,False,True,False,True
1242,670,11,128,330,4.6,345.0,0,2017,12,52,31,6,True,False,True,False
1069,1000,67,121,127,4.2,438.0,0,2016,7,26,1,4,False,True,False,True
265,403,11,128,181,3.7,439.0,0,2016,7,26,1,4,False,True,False,True
1689,458,11,81,266,1.5,893.0,0,2012,3,11,12,0,False,False,False,False
1589,215,33,71,229,2.1,168.0,0,2017,7,26,1,5,False,True,False,True
1039,670,73,130,107,4.0,643.0,0,2020,7,27,1,2,False,True,False,True
1322,69,38,22,8,2.2,251.0,0,2017,3,12,20,0,False,False,False,False
1516,190,35,107,316,2.8,18047.0,0,2014,1,1,1,2,False,True,False,True
2204,124,5,3,58,1.3,913.0,1,2017,1,2,12,3,False,False,False,False
85,575,5,3,58,1.8,353.0,0,2014,4,17,21,0,False,False,False,False
322,693,11,128,124,4.8,993.0,0,2014,4,17,25,4,False,False,False,False
1844,670,11,63,132,2.4,961.0,0,2020,6,23,1,0,False,True,False,False
1875,331,11,128,103,1.1,1589.0,0,2014,2,6,3,0,False,False,False,False
2295,670,73,130,251,4.4,298.0,0,2017,12,52,31,6,True,False,True,False
2325,670,61,92,272,2.5,4499.0,0,2017,4,13,1,5,False,True,False,True
181,229,48,91,10,2.7,240.0,0,2018,12,52,29,5,False,False,False,False
1265,83,45,118,60,4.5,1193.0,0,2017,1,52,1,6,False,True,False,True
778,852,73,127,333,4.3,143.0,0,2016,5,18,6,4,False,False,False,False
1354,126,11,128,330,4.8,2307.0,0,2020,3,10,3,1,False,False,False,False
930,933,11,81,59,4.8,493.0,0,2019,5,22,27,0,False,False,False,False
1493,190,35,107,316,1.1,27961.0,0,2013,1,1,1,1,False,True,False,True
646,792,45,118,60,2.3,696.0,0,2013,7,27,1,0,False,True,False,True
2444,533,61,42,195,3.4,425.0,0,2014,4,16,18,4,False,False,False,False
1766,670,73,130,197,3.6,894.0,0,2017,7,26,1,5,False,True,False,True
234,641,38,29,233,5.0,301.0,1,2018,1,2,12,4,False,False,False,False
797,867,45,118,60,4.6,1684.0,0,2015,1,1,1,3,False,True,False,True
986,458,11,128,330,1.1,411.0,0,2014,12,1,30,1,False,False,False,False
1974,364,11,128,120,4.9,906.0,0,2018,2,6,6,1,False,False,False,False
1588,214,5,21,58,4.3,991.0,0,2017,6,25,22,3,False,False,False,False
1269,86,32,30,80,4.9,1331.0,0,2012,12,1,31,0,True,False,True,False
1098,670,11,128,330,2.4,281.0,0,2020,1,1,1,2,False,True,False,True
2171,424,8,11,138,4.7,3989.0,0,2013,2,5,3,6,False,False,False,False
1866,328,14,88,257,5.0,4243.0,1,2017,1,2,12,3,False,False,False,False
69,575,5,3,282,2.3,586.0,0,2019,12,49,3,1,False,False,False,False
175,617,14,88,257,4.4,1675.0,1,2013,1,2,12,5,False,False,False,False
1737,274,35,107,192,1.1,744.0,0,2020,3,13,28,5,False,False,False,False
408,729,11,63,45,2.9,830.0,0,2014,2,6,4,1,False,False,False,False
1143,670,25,129,61,4.1,491.0,0,2015,4,15,12,6,False,False,False,False
1492,190,35,107,316,1.7,28960.0,0,2018,1,1,1,0,False,True,False,True
1094,670,9,45,86,5.0,376.0,1,2019,1,2,12,5,False,False,False,False
1592,219,35,12,30,4.2,331.0,0,2013,12,50,12,3,False,False,False,False
1491,190,35,107,316,2.3,25297.0,0,2017,1,52,1,6,False,True,False,True
2358,57,11,128,181,3.1,201.0,0,2013,7,27,1,0,False,True,False,True
675,670,11,128,103,1.3,294.0,1,2019,1,2,12,5,False,False,False,False
1241,670,11,81,331,2.8,1296.0,0,2012,12,52,29,5,False,False,False,False
1317,69,38,22,8,4.1,249.0,0,2019,3,12,20,2,False,False,False,False
1202,54,61,42,195,1.2,1062.0,0,2013,4,16,18,3,False,False,False,False
344,705,30,125,218,4.5,1939.0,0,2012,12,1,31,0,True,False,True,False
1933,350,45,84,66,4.8,345.0,1,2017,4,17,29,5,False,False,False,False
517,399,32,30,80,2.3,699.0,0,2018,3,9,3,5,False,False,False,False
1490,189,11,128,103,4.7,417.0,0,2014,6,24,13,4,False,False,False,False
2060,670,73,130,225,4.5,491.0,0,2015,12,50,12,5,False,False,False,False
1134,22,35,107,316,3.7,467.0,0,2015,7,27,1,2,False,True,False,True
1183,44,11,128,330,1.8,823.0,0,2016,7,27,6,2,False,False,False,False
1761,670,73,130,197,2.2,692.0,0,2019,7,27,1,0,False,True,False,True
222,670,73,130,307,4.1,760.0,0,2015,7,27,1,2,False,True,False,True
7,542,45,84,142,3.2,244.0,0,2017,7,26,1,5,False,True,False,True
1882,670,9,45,86,1.4,390.0,1,2014,1,2,12,6,False,False,False,False
1902,124,5,3,58,4.3,1590.0,1,2014,1,2,12,6,False,False,False,False
1025,977,35,12,46,4.6,231.0,0,2015,4,14,1,2,False,True,False,True
1546,196,38,69,167,1.2,139.0,0,2012,1,2,12,3,False,False,False,False
885,930,32,31,81,1.4,383.0,0,2019,7,27,3,2,False,False,False,False
433,736,45,84,66,2.3,265.0,0,2015,3,13,25,2,False,False,False,False
2134,670,38,22,238,4.2,297.0,1,2018,1,2,12,4,False,False,False,False
805,552,11,128,330,2.1,490.0,0,2018,12,52,30,6,False,False,False,False
1735,274,35,107,190,1.7,471.0,0,2016,3,13,28,0,False,False,False,False
1140,26,45,84,50,2.1,193.0,0,2019,7,27,3,2,False,False,False,False
2097,452,11,128,181,4.4,325.0,0,2019,7,27,1,0,False,True,False,True
1425,158,35,107,316,4.6,9842.0,0,2017,6,22,1,3,False,True,False,False
2385,505,54,123,316,4.8,397.0,0,2017,10,40,5,3,False,False,False,False
1545,458,11,81,266,5.0,490.0,0,2013,6,24,12,2,False,False,False,False
556,791,35,87,210,3.5,593.0,0,2012,1,2,12,3,False,False,False,False
1355,127,35,87,210,2.8,298.0,1,2013,1,2,12,5,False,False,False,False
2108,670,11,128,103,4.2,549.0,0,2018,12,52,29,5,False,False,False,False
1081,1008,10,19,179,2.5,4894.0,0,2017,12,52,29,4,False,False,False,False
1663,670,61,120,32,2.8,2092.0,0,2012,12,52,29,5,False,False,False,False
600,775,5,3,282,1.8,1190.0,1,2016,10,40,4,1,False,False,False,False
351,726,11,128,181,2.4,292.0,0,2014,7,27,1,1,False,True,False,True
2274,124,5,3,58,4.1,919.0,1,2013,1,2,12,5,False,False,False,False
689,670,11,128,330,3.4,493.0,0,2016,12,52,30,4,False,False,False,False
2136,670,38,22,238,3.7,299.0,1,2013,1,2,12,5,False,False,False,False
2035,670,11,128,330,5.0,828.0,1,2019,1,2,12,5,False,False,False,False
908,924,67,121,127,2.4,491.0,0,2020,7,27,1,2,False,True,False,True
2236,124,5,3,58,3.9,913.0,1,2013,1,2,12,5,False,False,False,False
1918,670,11,81,297,3.8,499.0,0,2014,12,50,13,5,False,False,False,False
2383,504,67,121,309,4.2,155.0,0,2017,12,52,29,4,False,False,False,False
1657,238,33,37,295,2.0,211.0,1,2017,1,2,12,3,False,False,False,False
1474,180,35,12,46,3.8,415.0,0,2015,4,14,1,2,False,True,False,True
308,687,5,3,58,2.0,896.0,0,2015,3,13,25,2,False,False,False,False
1236,24,68,72,7,2.3,2843.0,0,2018,5,21,24,3,False,False,False,False
1607,670,11,128,330,1.1,849.0,1,2014,1,2,12,6,False,False,False,False
2226,436,35,107,316,1.6,27645.0,0,2019,1,1,1,1,False,True,False,True
2074,396,49,99,226,4.5,2648.0,0,2020,5,18,3,6,False,False,False,False
833,893,34,57,180,5.0,295.0,0,2013,11,44,3,6,False,False,False,False
1379,726,11,128,181,4.8,291.0,0,2018,7,26,1,6,False,True,False,True
2153,124,5,3,58,3.7,920.0,1,2013,1,2,12,5,False,False,False,False
189,0,5,3,58,3.0,1451.0,1,2016,1,2,12,1,False,False,False,False
1368,552,11,81,266,3.1,993.0,0,2019,6,24,12,2,False,False,False,False
1739,670,25,129,61,2.6,826.0,0,2017,12,50,12,1,False,False,False,False
2433,124,5,3,58,2.6,1378.0,1,2019,1,2,12,5,False,False,False,False
1176,763,11,128,181,3.2,425.0,0,2013,7,27,1,0,False,True,False,True
2045,552,11,81,266,1.9,1497.0,0,2015,12,50,12,5,False,False,False,False
1747,281,30,113,193,3.3,5094.0,0,2012,1,2,12,3,False,False,False,False
594,552,11,128,330,2.1,479.0,0,2017,12,52,30,5,False,False,False,False
52,670,73,130,281,2.4,990.0,0,2016,7,26,1,4,False,True,False,True
2003,670,9,24,217,2.0,467.0,0,2014,12,50,12,4,False,False,False,False
58,570,25,64,117,1.8,490.0,0,2020,2,6,4,1,False,False,False,False
765,844,32,15,310,3.3,944.0,0,2016,12,51,20,1,False,False,False,False
1646,234,30,41,249,4.0,346.0,0,2017,6,25,25,6,False,False,False,False
809,880,30,44,14,4.3,505.0,0,2017,2,8,25,5,False,False,False,False
315,690,35,87,210,2.5,394.0,1,2016,1,2,12,1,False,False,False,False
739,670,68,109,129,1.7,304.0,1,2019,1,2,12,5,False,False,False,False
1272,88,30,125,323,2.0,8498.0,0,2017,12,52,29,4,False,False,False,False
2423,670,11,128,103,2.1,491.0,0,2016,12,52,29,3,False,False,False,False
1920,670,11,81,297,4.2,498.0,0,2012,12,50,13,3,False,False,False,False
1154,31,48,91,213,3.9,374.0,0,2016,2,8,24,2,False,False,False,False
1787,670,25,129,329,4.6,1012.0,0,2013,12,52,29,6,False,False,False,False
1885,334,45,84,263,5.0,593.0,0,2014,12,50,12,4,False,False,False,False
1635,226,14,70,5,1.4,943.0,0,2018,12,50,12,2,False,False,False,False
137,595,35,12,30,2.6,428.0,0,2019,12,1,30,0,False,False,False,False
1482,185,36,123,316,3.6,2395.0,0,2014,10,40,5,6,False,False,False,False
1965,670,11,81,297,3.5,643.0,0,2019,12,50,13,4,False,False,False,False
1205,670,11,128,284,3.0,494.0,0,2016,6,22,1,2,False,True,False,False
1819,310,8,11,276,2.2,449.0,0,2018,6,25,20,2,False,False,False,False
78,575,5,3,56,2.4,976.0,0,2015,3,13,25,2,False,False,False,False
2249,670,11,81,331,1.0,1247.0,0,2018,12,50,12,2,False,False,False,False
2177,763,11,128,181,5.0,124.0,0,2017,7,26,1,5,False,True,False,True
156,609,64,123,316,3.0,194.0,0,2017,10,40,5,3,False,False,False,False
2023,382,25,129,145,1.1,1489.0,0,2018,3,11,13,1,False,False,False,False
828,889,38,69,167,2.7,489.0,1,2019,1,2,12,5,False,False,False,False
440,739,5,3,282,1.1,1196.0,0,2014,12,1,31,2,True,False,True,False
2064,315,27,100,316,1.0,1248.0,0,2017,12,52,29,4,False,False,False,False
880,670,11,128,330,2.8,356.0,0,2019,7,27,1,0,False,True,False,True
496,765,11,81,266,2.8,1047.0,0,2014,6,26,26,3,False,False,False,False
584,670,68,109,129,1.2,420.0,1,2017,1,2,12,3,False,False,False,False
1323,111,35,87,210,3.2,446.0,1,2013,1,2,12,5,False,False,False,False
1619,224,11,128,103,1.9,1713.0,0,2018,3,9,3,5,False,False,False,False
1113,10,35,107,316,2.1,26833.0,0,2019,1,1,1,1,False,True,False,True
17,545,73,130,271,4.3,104.0,0,2014,4,17,24,3,False,False,False,False
1027,979,35,87,210,3.4,401.0,1,2013,1,2,12,5,False,False,False,False
522,670,9,79,320,2.6,1997.0,0,2013,4,14,1,0,False,True,False,True
24,670,73,130,275,4.4,1170.0,0,2019,4,15,12,4,False,False,False,False
1935,124,5,3,58,3.1,1591.0,1,2018,1,2,12,4,False,False,False,False
2241,442,32,31,81,2.0,871.0,0,2016,12,50,12,0,False,False,False,False
1805,304,45,84,66,4.3,324.0,0,2015,7,27,3,4,False,False,False,False
1979,368,27,65,166,3.0,1989.0,0,2015,3,10,3,1,False,False,False,False
2206,124,5,3,58,4.7,918.0,1,2018,1,2,12,4,False,False,False,False
590,670,9,45,86,4.5,421.0,1,2013,1,2,12,5,False,False,False,False
2079,400,11,128,284,3.9,616.0,0,2016,10,40,5,2,False,False,False,False
1708,670,73,130,186,4.0,197.0,0,2017,12,50,12,1,False,False,False,False
1524,190,35,107,316,2.4,29150.0,0,2014,1,1,1,2,False,True,False,True
1051,670,25,82,119,1.8,551.0,0,2019,12,52,29,6,False,False,False,False
995,458,11,128,330,3.4,421.0,0,2017,12,52,30,5,False,False,False,False
1813,306,7,61,22,1.5,765.0,0,2017,3,9,3,4,False,False,False,False
404,728,35,2,48,4.6,287.0,0,2017,2,9,28,1,True,False,False,False
1680,124,5,3,58,5.0,1590.0,1,2015,1,3,12,0,False,False,False,False
1431,160,35,62,316,2.1,993.0,0,2016,1,53,1,4,False,True,False,True
176,617,14,88,257,5.0,799.0,1,2017,1,2,12,3,False,False,False,False
1611,670,11,128,330,4.5,820.0,1,2019,1,2,12,5,False,False,False,False
1851,323,38,69,167,1.2,596.0,0,2019,2,5,3,6,False,False,False,False
204,634,66,123,316,2.9,699.0,0,2020,4,16,19,6,False,False,False,False
941,937,45,118,60,2.5,1489.0,0,2020,1,1,1,2,False,True,False,True
300,763,11,128,181,2.6,171.0,0,2013,7,27,1,0,False,True,False,True
1669,124,5,3,58,2.6,1595.0,1,2016,1,2,12,1,False,False,False,False
1500,190,35,107,316,3.4,40173.0,0,2017,6,22,1,3,False,True,False,False
1060,670,30,125,70,1.7,1095.0,0,2013,7,27,1,0,False,True,False,True
144,598,35,107,316,4.4,39991.0,0,2014,1,1,1,2,False,True,False,True
806,878,45,84,263,4.4,244.0,0,2020,12,49,3,3,False,False,False,False
27,670,68,109,129,3.0,244.0,1,2014,1,2,12,6,False,False,False,False
2197,436,35,107,316,3.6,37912.0,0,2019,1,1,1,1,False,True,False,True
2380,670,11,128,181,3.3,692.0,0,2016,2,5,1,0,False,True,False,False
1926,124,5,3,58,4.6,1599.0,1,2015,1,3,12,0,False,False,False,False
2403,513,30,117,85,2.5,1099.0,0,2019,4,14,1,0,False,True,False,True
1585,212,38,29,233,2.7,486.0,0,2017,7,26,1,5,False,True,False,True
1645,234,30,41,249,2.3,531.0,0,2014,6,26,25,2,False,False,False,False
1626,670,73,130,170,4.0,789.0,0,2018,7,26,1,6,False,True,False,True
2293,468,35,12,46,5.0,649.0,0,2018,12,51,20,3,False,False,False,False
1731,670,25,129,61,1.5,1893.0,0,2016,4,15,12,1,False,False,False,False
928,670,11,81,99,3.9,399.0,0,2020,6,23,1,0,False,True,False,False
1554,670,11,128,103,4.5,467.0,0,2018,12,52,30,6,False,False,False,False
1495,124,5,3,58,4.4,1596.0,1,2019,1,2,12,5,False,False,False,False
620,670,25,129,61,2.7,695.0,1,2018,1,2,12,4,False,False,False,False
712,670,25,129,329,1.9,993.0,0,2015,12,53,29,1,False,False,False,False
2032,670,18,110,228,1.1,3752.0,0,2016,7,26,1,4,False,True,False,True
1024,976,35,12,30,3.1,299.0,0,2018,12,52,30,6,False,False,False,False
1723,670,11,128,330,4.1,991.0,1,2019,1,2,12,5,False,False,False,False
824,887,30,125,323,3.8,343.0,0,2015,6,25,17,2,False,False,False,False
1901,38,35,12,46,1.6,2245.0,0,2013,12,51,20,4,False,False,False,False
2386,458,11,128,330,4.2,495.0,0,2017,12,52,30,5,False,False,False,False
686,811,67,121,127,1.7,598.0,0,2016,7,26,1,4,False,True,False,True
256,670,25,129,61,2.2,2641.0,0,2016,4,15,12,1,False,False,False,False
473,751,11,128,103,1.8,289.0,1,2015,4,18,30,3,True,False,False,False
2419,523,35,12,30,3.5,498.0,0,2018,12,52,30,6,False,False,False,False
607,779,11,63,157,4.6,748.0,0,2014,6,23,5,3,False,False,False,False
2191,436,35,107,316,2.1,31193.0,0,2018,1,1,1,0,False,True,False,True
1754,670,11,81,331,3.0,899.0,0,2018,12,51,20,3,False,False,False,False
810,670,25,129,329,4.6,398.0,0,2015,7,27,1,2,False,True,False,True
1228,70,35,87,210,2.1,296.0,1,2015,1,3,12,0,False,False,False,False
1408,148,14,26,237,3.5,1497.0,0,2013,3,9,1,4,False,True,False,False
1313,108,45,118,60,1.1,589.0,0,2020,1,1,1,2,False,True,False,True
1472,178,35,87,210,2.5,299.0,1,2018,1,2,12,4,False,False,False,False
2232,124,5,3,58,4.5,914.0,0,2012,1,2,12,3,False,False,False,False
1128,17,11,128,330,2.7,1096.0,0,2014,4,15,13,6,False,False,False,False
2439,530,30,113,267,1.8,546.0,1,2014,1,2,12,6,False,False,False,False
738,670,25,129,113,4.7,1674.0,0,2019,1,1,1,1,False,True,False,True
1451,170,45,118,60,3.1,277.0,0,2017,12,52,31,6,True,False,True,False
961,945,35,87,210,3.0,394.0,1,2013,1,2,12,5,False,False,False,False
2451,670,25,129,61,4.5,1266.0,0,2019,4,15,12,4,False,False,False,False
1321,670,25,129,145,4.2,340.0,0,2016,7,26,1,4,False,True,False,True
2446,534,45,84,283,1.7,440.0,0,2015,5,21,20,2,False,False,False,False
666,801,48,97,27,4.0,342.0,0,2018,2,5,4,6,False,False,False,False
2139,670,38,22,238,1.4,289.0,1,2018,1,2,12,4,False,False,False,False
752,670,25,129,329,3.5,986.0,0,2016,12,52,29,3,False,False,False,False
1891,670,11,81,297,3.7,593.0,0,2015,12,50,13,6,False,False,False,False
232,640,28,48,205,3.8,316.0,0,2020,6,25,17,2,False,False,False,False
188,624,30,113,306,3.4,640.0,1,2014,1,2,12,6,False,False,False,False
1586,124,5,3,58,4.7,1596.0,1,2017,1,2,12,3,False,False,False,False
32,556,14,70,5,4.1,529.0,0,2015,11,45,3,1,False,False,False,False
1229,458,11,128,330,2.7,433.0,0,2019,12,1,30,0,False,False,False,False
1424,158,35,107,316,3.8,22835.0,0,2015,1,1,1,3,False,True,False,True
459,746,35,12,30,2.4,699.0,0,2012,12,1,31,0,True,False,True,False
801,871,35,12,30,5.0,295.0,0,2013,12,1,30,0,False,False,False,False
1479,552,11,128,330,3.0,477.0,0,2013,12,1,30,0,False,False,False,False
700,851,5,21,55,2.0,947.0,0,2017,6,24,15,3,False,False,False,False
454,742,14,118,60,1.6,493.0,0,2019,6,25,17,0,False,False,False,False
1307,103,14,88,257,4.0,1797.0,1,2016,1,2,12,1,False,False,False,False
1393,143,32,31,81,2.3,899.0,0,2012,12,51,20,3,False,False,False,False
2397,670,25,129,286,3.0,447.0,0,2019,12,51,20,4,False,False,False,False
1356,670,25,129,61,4.0,494.0,1,2013,1,2,12,5,False,False,False,False
997,670,68,109,129,3.5,211.0,1,2018,1,2,12,4,False,False,False,False
1658,670,73,130,178,4.6,845.0,0,2017,4,15,12,2,False,False,False,False
1111,10,35,107,316,4.1,32780.0,0,2020,1,1,1,2,False,True,False,True
2026,384,30,113,221,3.7,906.0,0,2017,4,13,1,5,False,True,False,True
645,792,45,118,60,4.7,1045.0,0,2015,1,1,1,3,False,True,False,True
1953,873,11,128,181,2.6,295.0,0,2017,7,26,1,5,False,True,False,True
2367,670,25,129,61,1.6,3144.0,0,2013,4,15,12,4,False,False,False,False
418,731,35,87,210,1.8,437.0,1,2013,1,2,12,5,False,False,False,False
2158,315,11,128,181,4.5,489.0,0,2019,7,27,1,0,False,True,False,True
2353,490,9,24,260,1.8,390.0,0,2016,2,5,6,5,False,False,False,False
966,949,11,128,330,2.4,990.0,0,2013,2,6,4,0,False,False,False,False
375,298,11,128,330,5.0,1025.0,0,2013,12,49,6,4,False,False,False,False
2127,670,38,22,238,2.3,192.0,1,2013,1,2,12,5,False,False,False,False
499,670,25,82,61,4.2,1289.0,0,2016,12,52,29,3,False,False,False,False
2337,482,11,63,132,4.7,545.0,0,2013,3,10,4,0,False,False,False,False
2344,487,7,8,18,3.3,495.0,0,2017,10,40,5,3,False,False,False,False
2088,404,35,36,316,1.9,396.0,0,2019,12,50,12,3,False,False,False,False
2298,472,67,121,127,3.5,1594.0,0,2015,7,27,1,2,False,True,False,True
1032,983,35,87,210,1.8,298.0,1,2014,1,2,12,6,False,False,False,False
2276,457,14,70,5,4.1,699.0,0,2015,12,50,12,5,False,False,False,False
812,458,11,128,330,5.0,380.0,0,2013,12,1,30,0,False,False,False,False
2421,526,55,123,316,2.7,547.0,0,2018,11,45,5,0,False,False,False,False
1950,72,7,10,289,4.2,593.0,0,2012,1,2,12,3,False,False,False,False
757,884,35,62,316,3.7,892.0,0,2020,1,1,1,2,False,True,False,True
1046,988,35,87,210,5.0,470.0,0,2012,1,2,12,3,False,False,False,False
549,560,6,123,316,2.6,433.0,0,2014,5,18,4,6,False,False,False,False
2015,378,38,94,219,4.5,389.0,0,2015,10,41,5,0,False,False,False,False
1066,996,68,109,187,2.7,146.0,0,2018,3,13,28,2,False,False,False,False
784,858,35,12,46,3.0,489.0,0,2012,12,51,20,3,False,False,False,False
563,614,30,125,326,3.0,838.0,0,2016,6,25,26,6,False,False,False,False
754,838,35,12,30,3.1,339.0,0,2016,12,52,30,4,False,False,False,False
1685,552,11,128,330,3.4,435.0,0,2016,12,52,30,4,False,False,False,False
1010,458,11,128,330,1.6,396.0,0,2014,12,50,12,4,False,False,False,False
1349,670,11,128,330,3.0,648.0,1,2013,1,2,12,5,False,False,False,False
1360,130,14,70,317,2.4,85.0,0,2014,12,1,29,0,False,False,False,False
1330,116,30,33,265,4.8,312.0,0,2014,1,1,1,2,False,True,False,True
2076,397,11,128,330,3.1,695.0,0,2016,12,49,6,1,False,False,False,False
1698,670,11,128,330,1.2,992.0,1,2015,1,3,12,0,False,False,False,False
74,575,5,3,55,2.3,499.0,0,2015,3,10,3,1,False,False,False,False
935,670,68,106,6,1.0,1191.0,0,2020,1,1,1,2,False,True,False,True
147,601,9,53,199,3.1,1641.0,0,2015,3,10,3,1,False,False,False,False
561,605,11,128,330,4.5,749.0,0,2018,11,44,3,5,False,False,False,False
241,251,61,103,26,2.1,341.0,0,2020,3,12,18,2,False,False,False,False
116,586,11,81,287,2.0,1397.0,0,2018,11,44,4,6,False,False,False,False
1201,53,38,69,167,3.1,345.0,1,2016,1,2,12,1,False,False,False,False
719,854,5,3,58,2.2,3390.0,1,2015,1,3,12,0,False,False,False,False
2390,670,11,81,331,2.7,746.0,0,2013,12,52,29,6,False,False,False,False
1171,997,35,87,210,2.4,862.0,1,2015,1,3,12,0,False,False,False,False
1786,124,5,3,58,2.2,1589.0,1,2013,1,2,12,5,False,False,False,False
281,672,35,87,210,4.9,281.0,1,2018,1,2,12,4,False,False,False,False
168,670,11,128,330,4.9,489.0,0,2018,6,22,1,4,False,True,False,False
1359,129,67,121,127,2.3,571.0,0,2015,7,27,1,2,False,True,False,True
956,943,73,130,101,1.2,444.0,0,2013,4,17,24,2,False,False,False,False
2311,670,38,22,253,3.9,197.0,1,2015,1,3,12,0,False,False,False,False
1194,670,61,92,272,1.5,3490.0,1,2014,1,2,12,6,False,False,False,False
1843,317,30,33,265,2.0,850.0,0,2013,1,1,1,1,False,True,False,True
2418,670,11,128,330,1.8,799.0,0,2016,6,22,1,2,False,True,False,False
287,403,11,128,181,1.8,484.0,0,2016,7,26,1,4,False,True,False,True
2365,497,11,128,284,3.0,146.0,0,2016,3,9,3,3,False,False,False,False
237,644,30,117,299,3.8,242.0,0,2016,1,53,1,4,False,True,False,True
1263,83,45,118,60,1.6,1243.0,0,2020,1,1,1,2,False,True,False,True
169,670,11,128,330,1.4,597.0,0,2015,6,23,1,0,False,True,False,False
2178,428,14,70,317,4.9,128.0,0,2019,12,52,29,6,False,False,False,False
2376,501,32,15,310,5.0,685.0,0,2012,12,51,20,3,False,False,False,False
347,706,35,12,30,2.1,891.0,0,2016,12,52,30,4,False,False,False,False
964,947,25,82,286,4.1,296.0,0,2015,7,28,6,0,False,False,False,False
1282,89,35,87,210,4.8,424.0,1,2016,1,2,12,1,False,False,False,False
1989,124,5,3,58,1.5,1592.0,0,2012,1,2,12,3,False,False,False,False
36,556,14,70,5,3.9,538.0,0,2014,11,45,3,0,False,False,False,False
1917,670,11,81,297,2.3,396.0,0,2013,12,50,13,4,False,False,False,False
1339,117,35,87,210,3.2,464.0,1,2016,1,2,12,1,False,False,False,False
479,754,11,128,330,3.0,626.0,0,2018,4,17,24,1,False,False,False,False
911,925,11,81,266,4.1,893.0,0,2016,12,48,3,5,False,False,False,False
1915,670,11,81,297,3.7,329.0,0,2014,12,50,13,5,False,False,False,False
1186,47,30,33,324,3.3,3499.0,0,2016,7,26,3,6,False,False,False,False
108,670,11,128,103,3.5,539.0,0,2015,12,53,30,2,False,False,False,False
1602,670,11,128,330,2.8,743.0,1,2014,1,2,12,6,False,False,False,False
1086,1009,25,129,285,4.6,640.0,0,2018,4,16,19,3,False,False,False,False
1836,670,9,24,207,3.3,281.0,0,2017,12,50,12,1,False,False,False,False
1803,302,35,2,48,1.6,689.0,0,2018,5,20,19,5,False,False,False,False
1847,321,32,16,40,3.4,1396.0,0,2019,1,1,1,1,False,True,False,True
37,556,14,70,5,1.9,534.0,0,2014,11,45,3,0,False,False,False,False
